file_id;md_id;version;type;error_count;errors
21-40_6;ES_SDGC_CP;2.0;dataset;1;C.18
21-40_9;GLG_INTECMAR_RADARHF_2011;1.3;dataset;1;c.3
221-240_16;021c6b3c-be18-4459-ba7a-2e85d31a93f1;1.3;service;1;d.3
221-240_19;79e887e2-8e1f-4f97-b132-538d83da8d99;1.3;dataset;2;c.3 c.4
221-240_11;1e2524c9-8c46-43a2-86f0-22c463762f77;1.3;dataset;2;c.3 c.4
221-240_12;4c08fef2-f367-4c14-ad8b-6975a5df8799;1.3;dataset;2;c.3 c.4
221-240_18;78f8661b-ff09-4aa0-94f6-3bd7e67dca7f;1.3;dataset;2;c.3 c.4
221-240_3;aa318a6a-ebc1-4f78-bc60-58ae305d6f5c;1.3;dataset;2;c.3 c.4
221-240_15;44db5dd4-936d-4a5e-8c31-9fbd8a593662;1.3;dataset;2;c.3 c.4
221-240_17;18a05d46-cd80-4b82-97ff-3ebe8320c73e;1.3;service;1;d.3
221-240_6;a72956a4-7fb3-46a5-b3ff-b1129fd78e76;1.3;dataset;2;c.3 c.4
221-240_14;9aa66933-a8db-4817-972b-7249f1655ddf;1.3;dataset;2;c.3 c.4
221-240_20;89ba5545-02c0-420c-b155-2550834d5e25;1.3;service;1;d.3
221-240_9;b672b5a8-ef48-4bb0-b6b5-57db973330a7;1.3;dataset;2;c.3 c.4
221-240_2;a449a7b9-31ae-49e5-8f67-5c6f67991d88;1.3;dataset;2;c.3 c.4
221-240_5;aae202fb-ffd6-4acb-8c1b-3280578f7067;1.3;dataset;2;c.3 c.4
241-260_11;93ac147b-0522-4545-94cc-9996a547921a;1.3;service;1;d.3
221-240_8;40129627-1ce6-454c-9511-d80251510906;1.3;service;1;d.3
221-240_7;aeee2d91-2ce6-4df5-81f4-3ea850045095;1.3;dataset;2;c.3 c.4
221-240_4;a573d5a2-24ad-4138-a934-6c28811ea743;1.3;dataset;2;c.3 c.4
241-260_14;467ca901-1df3-4852-921c-8fcb3abee4e6;1.3;dataset;2;c.3 c.4
241-260_10;074bc7ac-2e2f-4bbd-8f50-dce034f7c5d5;1.3;dataset;2;c.3 c.4
241-260_17;0577ad24-f044-40cf-bb04-1c2e951cadf6;1.3;service;1;d.3
241-260_1;440b076d-0dcd-48ca-8252-d1f6f3edf615;1.3;dataset;2;c.3 c.4
241-260_2;575e8cb3-95b5-4fb9-9b99-81e2b7f76084;1.3;dataset;2;c.3 c.4
241-260_13;429bf33d-d303-46a4-b2dd-7e0ebf28f65b;1.3;service;1;d.3
241-260_16;351d1a5a-ddbb-4fc4-b4df-2d0ed0af49c6;1.3;service;1;d.3
241-260_12;473cb713-996d-408f-9204-12f2fd08cdb0;1.3;dataset;2;c.3 c.4
241-260_15;98a15f5f-666d-45d9-a972-ff3a73f8479b;1.3;dataset;2;c.3 c.4
241-260_18;6647e1f1-25f4-45ed-91e2-e559a2c2ec0b;1.3;dataset;2;c.3 c.4
241-260_19;3921abc9-a5bb-434e-828d-501d64b2bd9f;1.3;dataset;2;c.3 c.4
241-260_4;78ad1bb8-27f2-48bf-93f7-1298be002980;1.3;service;1;d.3
241-260_3;86bd3bae-fdad-4a62-ac45-b33f5048bf8d;1.3;dataset;2;c.3 c.4
261-280_1;f6c6eaac-2126-4a43-909f-3467380e6cde;1.3;service;1;d.3
241-260_7;95b8abce-2083-40b3-bd6b-83a7d8a72307;1.3;dataset;2;c.3 c.4
241-260_20;ee39bacc-5931-4599-b153-6f470a224266;1.3;service;1;d.3
241-260_6;0475ebeb-d822-4719-af86-c1c2750cdc53;1.3;dataset;2;c.3 c.4
241-260_9;99b7327d-a1cf-465a-9a2c-88302787216f;1.3;dataset;2;c.3 c.4
261-280_12;7d440f88-5a17-4e88-98a8-8050dc25a075;1.3;service;2;d.2 d.3
241-260_5;533e50fe-0a30-4aea-b31c-6f5ae36e0e40;1.3;dataset;2;c.3 c.4
261-280_15;9876d351-7476-4a39-b45d-cd41e98a4325;1.3;service;1;d.3
261-280_11;f37d2438-c76f-495b-9c05-4b43673d2ae6;1.3;dataset;2;c.3 c.4
241-260_8;327f852a-bb9e-4d30-987c-e7619af29232;1.3;dataset;2;c.3 c.4
261-280_14;2dbac977-fb72-48c0-ac80-05313b014a8c;1.3;service;1;d.3
261-280_18;fe757d64-436c-482d-b65b-f24348139fd6;1.3;service;1;d.3
261-280_10;f28d0f8d-72df-43d2-a137-62dab76a874b;1.3;dataset;2;c.3 c.4
261-280_17;6aedfe8d-8368-4899-a082-59ec759bcae2;1.3;service;2;d.2 d.3
261-280_13;0cb17ff1-5b72-4588-9cad-a031a62bbcfa;1.3;service;1;d.3
261-280_20;64d10695-15ae-4c6e-88b7-8d8aa6d2fd20;1.3;service;2;d.2 d.3
261-280_2;f1587f65-7567-4460-a4f6-ca7623abb718;1.3;service;1;d.3
261-280_5;f28caf34-5451-4bf9-ba5e-cdab02646bc2;1.3;service;1;d.3
261-280_16;2eb51a84-a42a-489e-a30c-80ecb8dfa8e8;1.3;service;2;d.2 d.3
261-280_8;fd7c1066-eb38-4fc8-b81d-eecc27c16b2f;1.3;service;1;d.3
261-280_7;fd81fc26-0380-4426-85e1-f63b0b376848;1.3;dataset;2;c.3 c.4
261-280_4;f92cc506-43bf-4ade-9dd4-5a9bd387efd7;1.3;dataset;2;c.3 c.4
281-300_10;d6a2127c-8ae7-407a-ab5a-2f4a6be8da98;1.3;service;1;d.3
261-280_19;af66f77a-f5dd-407d-93f1-e32ce975e8f2;1.3;service;1;d.3
281-300_1;6de8aff5-a524-4a81-9121-440e7c64c2fc;1.3;service;1;d.3
281-300_13;57e4d472-9306-4c54-9871-02028a1476ec;1.3;service;1;d.3
281-300_12;2ecf6e62-676c-4931-a648-f9a3e22dffbd;1.3;service;1;d.3
261-280_3;f6ff1625-f532-4513-8e7e-00266bab203d;1.3;service;1;d.3
281-300_19;30d546d9-e52e-40d7-923b-de129175a936;1.3;service;1;d.3
281-300_15;e6948efa-fc17-46d2-a73d-2d79ceaa1dce;1.3;service;1;d.3
281-300_16;b94574f8-7b74-4281-b93d-aa5dc5a5e297;1.3;service;1;d.3
261-280_6;fe63e694-2fd8-4ec2-81b9-06a3d0b4ce38;1.3;dataset;2;c.3 c.4
281-300_3;de730f91-7976-4917-b863-5639fba20f50;1.3;service;1;d.3
281-300_18;08724978-2c58-4c49-9307-8af4c0220084;1.3;service;1;d.3
281-300_6;2ccd5195-6b23-48e6-b8eb-f83ca7f69737;1.3;service;1;d.3
281-300_20;3367fbb4-85d6-451f-9d60-923b08d4f2df;1.3;service;1;d.3
261-280_9;fd192ac4-21d0-4aab-b7a6-e28f8921f9c5;1.3;service;1;d.3
281-300_11;260688ef-5f64-4169-b109-68c19ede9fad;1.3;service;1;d.3
281-300_8;ce05a8b7-addd-4f5e-b0f3-a8c0a18dcb37;1.3;service;1;d.3
281-300_9;fe1f9fa4-b973-49f6-94f9-074d04d68e16;1.3;service;2;d.2 d.3
281-300_5;c2991e47-924d-411d-911e-1da64666ba34;1.3;service;1;d.3
281-300_14;22e829d8-ca72-4669-bdb6-f0ee6748801b;1.3;service;1;d.3
301-320_11;862105c3-1186-484c-80a0-3790a6d3c22f;1.3;service;1;d.3
281-300_17;19b687ff-21e5-49af-b8b0-93eeb33f20c2;1.3;service;1;d.3
301-320_17;c51934ee-9094-49bc-a0f4-63480b7bdfe3;1.3;service;2;d.2 d.3
301-320_10;7d8ea5c2-02be-4e49-a22f-a0628f89dba1;1.3;service;1;d.3
301-320_16;08185ad3-2b0a-4524-95c8-ac674595c5be;1.3;service;1;d.3
301-320_14;00d5fcb9-1407-46ad-a3a1-ac163978cf52;1.3;service;1;d.3
301-320_13;6c4c1801-ad69-4b74-9816-d0280556a020;1.3;service;1;d.3
281-300_2;e0d8d0e1-7b89-4340-8395-baecf3d1edc2;1.3;service;2;d.2 d.3
301-320_2;cc129446-a898-45e9-9361-4f27fcd36054;1.3;service;1;d.3
301-320_4;c44e7b18-f5c6-43cd-8837-321647417965;1.3;service;2;d.2 d.3
301-320_1;f4930fc2-06c7-43d5-a62e-b2f8a26b2b54;1.3;service;1;d.3
281-300_4;2644c0cb-1374-411f-b406-d9361e9ecec5;1.3;service;1;d.3
281-300_7;6774c571-35d0-4485-ad5f-df4cc97f518f;1.3;service;1;d.3
301-320_7;f0c3ba72-283d-4273-b72f-33c92ca84ddc;1.3;service;1;d.3
301-320_19;0f818396-2174-4bc9-a40f-04c2d371b2c5;1.3;service;2;d.2 d.3
301-320_3;0255a82f-5837-4c78-a05f-ffc19a864ddb;1.3;service;2;d.2 d.3
321-340_1;881dbd60-8f4a-43b7-bbb5-3191a9e98b13;1.3;service;2;d.2 d.3
301-320_15;2f0b29d0-2dc9-441f-a4f5-5ea19a3068b1;1.3;service;2;d.2 d.3
301-320_12;eabf7d25-2e83-47f1-9feb-8d8c5a0b1bf8;1.3;service;2;d.2 d.3
301-320_6;18dbd811-3a6b-4caa-8b8f-4894a4ee7988;1.3;service;1;d.3
321-340_12;167d5138-f223-455e-b6d8-0732a61d3bbe;1.3;service;1;d.3
301-320_18;43ad72e1-0705-4b04-ba3b-fe8d19643df9;1.3;service;1;d.3
321-340_15;f09af1ac-2be1-4367-a2a1-b581de1bafc8;1.3;service;1;d.3
301-320_9;ea03fc24-dfed-40cd-aedf-ae753c01b471;1.3;service;2;d.2 d.3
301-320_20;1ac81374-3aca-44be-a700-e33469aa01c6;1.3;service;1;d.3
321-340_18;85276317-accd-4000-90c2-442ebea2e4a6;1.3;service;2;d.2 d.3
301-320_5;e0e2625b-084a-4c6f-9d2b-6e9f37466bce;1.3;service;2;d.2 d.3
321-340_11;242cd2b7-30f9-45d3-8126-fdf5fd9bd364;1.3;service;2;d.2 d.3
321-340_20;ff5b999e-05ef-471d-b5cb-2c2bfc7ed2d7;1.3;service;1;d.3
321-340_14;c30e9c54-07b1-4546-87bb-434136f3f548;1.3;service;2;d.2 d.3
321-340_8;54573cd8-1678-41f6-ab33-63f6b6f7e110;1.3;service;1;d.3
301-320_8;6fe79a14-a138-4092-b4fb-d8ea1b524f9d;1.3;service;1;d.3
321-340_10;8f8c2c68-b930-4a35-ae47-77d44ff0cb14;1.3;service;1;d.3
341-360_10;c003806e-cb6f-4d7f-b37c-964429aacc7e;1.3;service;1;d.2
321-340_2;492e6cda-11f2-42e9-8314-744536986607;1.3;service;2;d.2 d.3
321-340_17;bda5cc39-5c82-4133-955f-65525cc70efc;1.3;service;2;d.2 d.3
321-340_13;d417d547-9f0a-4b6a-9379-8b60403594b2;1.3;service;1;d.3
321-340_4;spaGeoportalWMS;1.3;service;1;d.3
321-340_16;08f9403b-5f67-49cb-aa1e-c43f6a05e3aa;1.3;service;1;d.3
341-360_13;ea176d5e-4529-4322-884d-9483e9e6a284;1.3;service;1;d.3
321-340_7;38687cf6-4bb9-43a4-a54c-03d1347b8a75;1.3;service;1;d.3
321-340_19;c254a628-9eb7-4af7-899a-5574debe83ca;1.3;service;1;d.3
341-360_1;a205157d-6ab9-4746-a6d6-ddeddbdb6495;1.3;service;2;d.2 d.3
341-360_3;fef4216d-fb68-4a67-858e-5bdd80c1c773;1.3;service;1;d.3
321-340_6;ba1e6f65-c235-4536-a127-70b961a8c380;1.3;service;1;d.3
341-360_19;ESPIGMESERVICIOHIDROGEOLOGICO200CONTINUODIGITAL20110221637843;2.0;service;1;C.18
341-360_12;94548589-c01f-4c10-9440-818b84a6a1b5;1.3;service;1;d.3
321-340_9;285d213f-23e2-47da-b66a-f2f458962b5e;1.3;service;1;d.3
341-360_15;spaPermisosysondeosWMS;1.3;service;1;d.3
341-360_18;ESPIGMESERVICIOGEOLOGICO1000EDICION19952011021426047;2.0;service;1;C.18
341-360_11;2844cd76-de60-4791-99af-b6eae97e8924;1.3;service;2;d.2 d.3
341-360_6;7c2234e7-0050-4580-8d23-e43b992ec08e;1.3;service;1;d.3
341-360_9;e0e600db-443c-44c3-83da-87c69bdfb47a;1.3;service;2;d.2 d.3
341-360_5;84d25ce4-0e93-4212-9605-9138dca8913d;1.3;service;1;d.3
341-360_17;ESPIGMEHIDROGEOLOGICO200CONTINUODIGITAL20100806637843;2.0;series;1;C.18
341-360_14;02315800-5a44-4ee1-b373-68930921f9cd;1.3;service;2;d.2 d.3
341-360_8;e3775a56-1359-46d6-8edf-6564e1cc0957;1.3;service;1;d.3
361-380_17;3e0139de-e91c-456c-b616-e20975e6a6c6;1.3;service;1;d.3
341-360_2;3b382ab2-519b-4663-8341-9c0e1dcacc31;1.3;service;1;d.3
341-360_4;23f9d348-5c31-4b2d-9670-e877e1af90c9;1.3;service;2;d.2 d.3
341-360_7;803be79c-7d7d-4659-87fb-ca228605381e;1.3;service;1;d.3
361-380_18;191574be-5eca-4315-b4b4-756dc50ac553;2.0;service;1;3.4
361-380_6;8d185f60-78f3-4355-8aa3-153757cdb663;2.0;service;1;3.4
401-420_17;spacarcapaemerrecsanitarioswmstematica20140408;2.0;dataset;1;C.18
381-400_15;spaignwms_igr_transporte;2.0;service;1;3.4
41-60_1;ESCSICPROYECTOSIGMAYORES20120118INSSPROYECTO;1.3;dataset;2;a.6 c.2
41-60_12;{D822ED79-C4D2-4270-BFDE-2D07E1BB41CF}_100016_spa;1.3;dataset;1;c.4
41-60_15;SPADBSE08000E1M;1.3;dataset;1;c.4
401-420_15;spacarcapaemervolunwmstematica20140408;2.0;dataset;1;C.18
41-60_20;spaJEXserieOEX10;1.3;series;1;c.3
401-420_20;spacarcapacaptwmstematica20131216;2.0;dataset;1;C.18
401-420_13;spacarcapaparqeolwmstematica20131216;2.0;dataset;1;C.18
41-60_8;900df0de-be87-11e0-8e37-00261812f484_NGA;1.3;dataset;1;c.3
401-420_16;spacarcapaceneducativoswmstematica20141201;2.0;dataset;1;C.18
401-420_8;ESPIGMEGEOLOGICO1000EDICION19952010072026047;2.0;dataset;1;C.18
401-420_9;spacarcaparuidodtnwmstematica20130304;2.0;dataset;1;C.18
