UUID 634a8d37-c061-4309-863e-83c58db6048b: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID db7a2a06-52fc-42bf-9822-9b347f617d95: URL https://geoservices.wallonie.be/INSPIRE/WMS/OI/MapServer/WMSServer?request=GetCapabilities&service=WMS failed - HTTPSConnectionPool(host='geoservices.wallonie.be', port=443): Read timed out. (read timeout=5)
UUID 541e92de-dbc9-46df-880c-1076798bdbb3: URL https://geoservices.test.wallonie.be/geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID ffc45d44-1cc2-4924-bb8c-214096eb9058: URL https://geoservices.test.wallonie.be/geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_ps/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 80794b5d-76b9-4e3c-83e2-fb30c0c2739b: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 82a3db7f-092c-4e9a-a97e-b92b31eeafe1: URL https://geoservices.test.wallonie.be/geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lc/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID acd5d1bb-8f85-4c6e-bee1-c13a15e305fa: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 44a75314-f27e-4952-b96a-50f1408232b3: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 3eb4bd88-3877-482f-8880-15d13d1f7ca5: URL https://geoservices.test.wallonie.be/geoserver/inspire_nz/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_nz/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 2a0d9be0-ac3d-443e-9db0-a7cfb0f128e2: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID b19e23e3-f6e3-44ba-af20-7cdf1b25c09a: URL https://geoservices.test.wallonie.be/geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_am/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
UUID 26770403-f4b7-4eeb-a229-b08da8e6975b: URL https://geoservices.test.wallonie.be/geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities failed - HTTPSConnectionPool(host='geoservices.test.wallonie.be', port=443): Max retries exceeded with url: /geoserver/inspire_lu/ows?service=WMS&version=1.3.0&request=GetCapabilities (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1006)')))
